
<<< setup

 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 838 variables, 1,184 constraints
 ! Presolve      : 349 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.03s (0.03s extraction + 0.01s propagation)
 !  . Log search space  : 243.2 (before), 243.2 (after)
 !  . Memory usage      : 4.1 MB (before), 4.1 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        640                 -
 + New bound is 0
 ! Using temporal relaxation.
 *             4      213  0.18s        1      (gap is 100.0%)
 ! Using failure-directed search.
               4      675          6    1         1 >= vUsed(5)
 + New bound is 1 (gap is 75.00%)
               4      875          6    1         1 >= vUsed(6)
 + New bound is 2 (gap is 50.00%)
               4    1,151        436    1   F         !presenceOf(itvJ2V#71#5)
 + New bound is 3 (gap is 25.00%)
               4   34,498        277    1   F         !presenceOf(itvJ2V#73#1)
 + New bound is 4 (gap is 0.00%)
 ! ----------------------------------------------------------------------------
 ! Search completed, 1 solution found.
 ! Best objective         : 4 (optimal - effective tol. is 0)
 ! Best bound             : 4
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 262,893
 ! Number of fails        : 153,713
 ! Total memory usage     : 69.5 MB (69.1 MB CP Optimizer + 0.4 MB Concert)
 ! Time spent in solve    : 5.38s (5.35s engine + 0.03s extraction)
 ! Search speed (br. / s) : 49,148.1
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
 + New bound is 3 (gap is 50.00%)
               6   68,160        858    1   F         !presenceOf(itvJ2V#48#14)
 + New bound is 5 (gap is 16.67%)
               6     389k         14    1   F          presenceOf(itvJ2V#119#2)
 + New bound is 6 (gap is 0.00%)
 ! ----------------------------------------------------------------------------
 ! Search completed, 3 solutions found.
 ! Best objective         : 6 (optimal - effective tol. is 0)
 ! Best bound             : 6
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 2,114,066
 ! Number of fails        : 1,338,268
 ! Total memory usage     : 520.2 MB (436.3 MB CP Optimizer + 83.9 MB Concert)
 ! Time spent in solve    : 232.30s (231.66s engine + 0.65s extraction)
 ! Search speed (br. / s) : 9,126.0
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	mission	1	0	69
16	mission	1	69	189
6	mission	1	189	309
13	mission	1	309	429
7	mission	1	429	549
14	mission	1	549	669
16	mission	1	669	789
14	mission	1	789	909
3	mission	1	909	1029
13	mission	1	1029	1149
6	mission	1	1149	1269
5	mission	1	1269	1389
4	mission	1	1389	1440
2	mission	2	0	98
11	mission	2	98	240
9	mission	2	240	382
10	mission	2	382	524
12	mission	2	524	666
4	mission	2	666	808
5	mission	2	808	950
6	mission	2	950	1092
16	mission	2	1092	1234
8	mission	2	1234	1376
14	mission	2	1376	1440
3	mission	3	0	63
15	mission	3	63	197
1	mission	3	197	331
3	mission	3	331	465
16	mission	3	465	599
5	mission	3	599	733
15	mission	3	733	867
9	mission	3	867	1001
8	mission	3	1001	1135
11	mission	3	1135	1269
15	mission	3	1269	1403
6	mission	3	1403	1440
4	mission	4	0	136
3	mission	4	136	274
16	mission	4	274	412
5	mission	4	412	550
11	mission	4	550	688
6	mission	4	688	826
13	mission	4	826	964
15	mission	4	964	1102
3	mission	4	1102	1240
13	mission	4	1240	1378
11	mission	4	1378	1440
5	mission	5	0	88
12	mission	5	88	264
8	mission	5	264	440
6	mission	5	440	616
9	mission	5	616	792
12	mission	5	792	968
14	mission	5	968	1144
4	mission	5	1144	1320
3	mission	5	1320	1440
6	mission	6	0	149
5	mission	6	149	325
15	mission	6	325	501
3	mission	6	501	677
1	mission	6	677	853
10	mission	6	853	1029
7	mission	6	1029	1205
12	mission	6	1205	1381
2	mission	6	1381	1440
7	mission	7	0	68
13	mission	7	68	196
4	mission	7	196	324
14	mission	7	324	452
4	mission	7	452	580
2	mission	7	580	708
8	mission	7	708	836
11	mission	7	836	964
4	mission	7	964	1092
9	mission	7	1092	1220
2	mission	7	1220	1348
1	mission	7	1348	1440
8	mission	8	0	152
2	mission	8	152	292
12	mission	8	292	432
9	mission	8	432	572
13	mission	8	572	712
3	mission	8	712	852
16	mission	8	852	992
2	mission	8	992	1132
10	mission	8	1132	1272
9	mission	8	1272	1412
12	mission	8	1412	1440
9	mission	9	0	175
7	mission	9	175	339
2	mission	9	339	503
8	mission	9	503	667
10	mission	9	667	831
7	mission	9	831	995
12	mission	9	995	1159
14	mission	9	1159	1323
16	mission	9	1323	1440
10	mission	10	0	76
14	mission	10	76	194
10	mission	10	194	312
11	mission	10	312	430
1	mission	10	430	548
15	mission	10	548	666
7	mission	10	666	784
2	mission	10	784	902
1	mission	10	902	1020
5	mission	10	1020	1138
1	mission	10	1138	1256
7	mission	10	1256	1374
10	mission	10	1374	1440
1	charge	0	99	104
16	charge	0	219	224
6	charge	0	339	344
13	charge	0	459	464
7	charge	0	579	584
14	charge	0	699	704
16	charge	0	819	824
14	charge	0	939	944
3	charge	0	1059	1064
13	charge	0	1179	1184
6	charge	0	1299	1304
5	charge	0	1419	1424
2	charge	0	117	122
11	charge	0	259	264
9	charge	0	401	406
10	charge	0	543	548
12	charge	0	685	690
4	charge	0	827	832
5	charge	0	969	974
6	charge	0	1111	1116
16	charge	0	1253	1258
8	charge	0	1395	1400
3	charge	0	86	91
15	charge	0	220	225
1	charge	0	354	359
3	charge	0	488	493
16	charge	0	622	627
5	charge	0	756	761
15	charge	0	890	895
9	charge	0	1024	1029
8	charge	0	1158	1163
11	charge	0	1292	1297
15	charge	0	1426	1431
4	charge	0	157	162
3	charge	0	295	300
16	charge	0	433	438
5	charge	0	571	576
11	charge	0	709	714
6	charge	0	847	852
13	charge	0	985	990
15	charge	0	1123	1128
3	charge	0	1261	1266
13	charge	0	1399	1404
5	charge	0	90	95
12	charge	0	266	271
8	charge	0	442	447
6	charge	0	618	623
9	charge	0	794	799
12	charge	0	970	975
14	charge	0	1146	1151
4	charge	0	1322	1327
6	charge	0	151	156
5	charge	0	327	332
15	charge	0	503	508
3	charge	0	679	684
1	charge	0	855	860
10	charge	0	1031	1036
7	charge	0	1207	1212
12	charge	0	1383	1388
7	charge	0	94	99
13	charge	0	222	227
4	charge	0	350	355
14	charge	0	478	483
4	charge	0	606	611
2	charge	0	734	739
8	charge	0	862	867
11	charge	0	990	995
4	charge	0	1118	1123
9	charge	0	1246	1251
2	charge	0	1374	1379
8	charge	0	172	177
2	charge	0	312	317
12	charge	0	452	457
9	charge	0	592	597
13	charge	0	732	737
3	charge	0	872	877
16	charge	0	1012	1017
2	charge	0	1152	1157
10	charge	0	1292	1297
9	charge	0	1432	1437
9	charge	0	183	188
7	charge	0	347	352
2	charge	0	511	516
8	charge	0	675	680
10	charge	0	839	844
7	charge	0	1003	1008
12	charge	0	1167	1172
14	charge	0	1331	1336
10	charge	0	107	112
14	charge	0	225	230
10	charge	0	343	348
11	charge	0	461	466
1	charge	0	579	584
15	charge	0	697	702
7	charge	0	815	820
2	charge	0	933	938
1	charge	0	1051	1056
5	charge	0	1169	1174
1	charge	0	1287	1292
7	charge	0	1405	1410
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 665 variables, 3,670 constraints
 ! Presolve      : 170,840 extractables eliminated
 ! TimeLimit            = 600
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.10s (0.10s extraction + 0.00s propagation)
 !  . Log search space  : 391.0 (before), 391.0 (after)
 !  . Memory usage      : 102.4 MB (before), 102.4 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        665                 -
 + New bound is 50,000
 *        52,562    1,114  0.59s        1      (gap is 4.87%)
 *        52,484    1,498  0.60s        8      (gap is 4.73%)
 *        52,463    1,777  0.60s        8      (gap is 4.69%)
 *        52,383    1,938  0.61s        8      (gap is 4.55%)
 *        52,370    4,667  1.27s        1      (gap is 4.53%)
 *        52,361    4,939  1.28s        1      (gap is 4.51%)
 *        52,324    5,164  1.28s        1      (gap is 4.44%)
 *        52,279    5,831  1.28s        1      (gap is 4.36%)
 *        52,255    6,489  1.29s        1      (gap is 4.32%)
 *        52,214    7,058  1.31s        1      (gap is 4.24%)
 *        52,208    8,427  1.31s        2      (gap is 4.23%)
 *        52,193    8,399  1.32s        4      (gap is 4.20%)
 *        52,168    9,198  1.32s        4      (gap is 4.16%)
 *        52,133    6,133  1.33s        6      (gap is 4.09%)
 *        52,113    6,691  1.33s        6      (gap is 4.05%)
 *        52,028    7,769  1.34s        6      (gap is 3.90%)
 *        51,997    9,722  1.35s       12      (gap is 3.84%)
 *        51,938   10,402  1.38s       12      (gap is 3.73%)
 *        51,933   11,033  1.39s       12      (gap is 3.72%)
 ! Time = 1.39s, Average fail depth = 25, Memory usage = 213.4 MB
 ! Current bound is 50,000 (gap is 3.72%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        51,912   11,736  1.39s       12      (gap is 3.68%)
 *        51,898   14,300  1.53s       12      (gap is 3.66%)
 *        51,884   14,582  1.53s       12      (gap is 3.63%)
 *        51,864   15,768  1.63s       12      (gap is 3.59%)
 *        51,863   15,946  1.64s       12      (gap is 3.59%)
 *        51,850   16,416  1.65s       12      (gap is 3.57%)
 *        51,826   17,200  1.73s       12      (gap is 3.52%)
 *        51,808   23,677  2.18s        3      (gap is 3.49%)
 *        51,779   18,719  2.24s        4      (gap is 3.44%)
 *        51,753   20,241  2.25s        7      (gap is 3.39%)
 *        51,748   20,386  2.25s        7      (gap is 3.38%)
 *        51,739   24,617  2.59s        4      (gap is 3.36%)
 *        51,731   28,396  2.60s        9      (gap is 3.35%)
 *        51,729   26,978  2.67s       11      (gap is 3.34%)
 *        51,720   26,180  2.68s        4      (gap is 3.33%)
 *        51,713   20,281  2.79s       14      (gap is 3.31%)
 *        51,710   25,196  2.89s        1      (gap is 3.31%)
 *        51,706   26,158  2.99s        2      (gap is 3.30%)
 *        51,703   35,572  3.10s        9      (gap is 3.29%)
 *        51,694   33,739  3.11s       11      (gap is 3.28%)
 ! Time = 3.11s, Average fail depth = 24, Memory usage = 198.3 MB
 ! Current bound is 50,000 (gap is 3.28%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        51,677   37,372  3.30s       10      (gap is 3.25%)
 *        51,672   40,942  3.49s        5      (gap is 3.24%)
 *        51,663   37,307  3.59s        4      (gap is 3.22%)
 *        51,661   42,632  3.69s        3      (gap is 3.22%)
 *        51,628   39,713  3.78s        7      (gap is 3.15%)
 *        51,626   46,872  4.20s        8      (gap is 3.15%)
 *        51,613   53,749  4.70s        4      (gap is 3.13%)
 *        51,597   84,727  6.61s        3      (gap is 3.10%)
 *        51,596   72,869  6.79s        6      (gap is 3.09%)
 *        51,591   74,067  6.80s        6      (gap is 3.08%)
 *        51,590   78,788  7.78s       14      (gap is 3.08%)
 *        51,587   85,024  9.39s       15      (gap is 3.08%)
 *        51,556     144k  12.74s       6      (gap is 3.02%)
 *        51,550     615k  57.50s      13      (gap is 3.01%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 53 solutions found.
 ! Best objective         : 51,550 (gap is 3.01%)
 ! Best bound             : 50,000
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 93,724,144
 ! Number of fails        : 44,014,820
 ! Total memory usage     : 283.9 MB (200.5 MB CP Optimizer + 83.4 MB Concert)
 ! Time spent in solve    : 600.04s (599.95s engine + 0.10s extraction)
 ! Search speed (br. / s) : 156,222.0
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	charge	1	579	584
1	charge	1	699	704
1	charge	1	819	824
1	charge	3	86	91
1	charge	3	220	225
1	charge	3	354	359
1	charge	3	488	493
1	charge	7	990	995
1	charge	7	1118	1123
1	charge	7	1246	1251
1	charge	7	1374	1379
1	charge	8	172	177
1	charge	8	452	457
1	charge	8	872	877
1	charge	8	1152	1157
1	charge	8	1292	1297
1	charge	8	1432	1437
1	charge	9	1331	1336
1	start	0	0	0
1	return	0	1457	1457
2	charge	1	99	104
2	charge	1	939	944
2	charge	2	1111	1116
2	charge	2	1253	1258
2	charge	2	1395	1400
2	charge	3	756	761
2	charge	4	985	990
2	charge	5	1146	1151
2	charge	6	1031	1036
2	charge	6	1207	1212
2	charge	9	1167	1172
2	charge	10	107	112
2	charge	10	225	230
2	charge	10	343	348
2	charge	10	461	466
2	charge	10	579	584
2	charge	10	697	702
2	charge	10	815	820
2	start	0	0	0
2	return	0	1419	1419
3	charge	2	401	406
3	charge	3	890	895
3	charge	3	1024	1029
3	charge	3	1158	1163
3	charge	3	1292	1297
3	charge	3	1426	1431
3	charge	4	433	438
3	charge	4	571	576
3	charge	5	266	271
3	charge	5	618	623
3	charge	5	794	799
3	charge	5	1322	1327
3	charge	6	151	156
3	charge	6	855	860
3	charge	6	1383	1388
3	charge	7	350	355
3	charge	8	312	317
3	charge	8	732	737
3	charge	9	183	188
3	charge	9	675	680
3	charge	9	839	844
3	charge	10	933	938
3	return	0	1454	1454
3	start	0	0	0
4	charge	1	219	224
4	charge	1	339	344
4	charge	1	459	464
4	charge	1	1059	1064
4	charge	1	1179	1184
4	charge	1	1299	1304
4	charge	1	1419	1424
4	charge	2	117	122
4	charge	2	543	548
4	charge	2	685	690
4	charge	2	827	832
4	charge	2	969	974
4	charge	4	157	162
4	charge	5	90	95
4	charge	6	503	508
4	charge	7	606	611
4	charge	7	734	739
4	charge	7	862	867
4	charge	9	1003	1008
4	charge	10	1051	1056
4	charge	10	1169	1174
4	charge	10	1287	1292
4	charge	10	1405	1410
4	return	0	1454	1454
4	start	0	0	0
5	charge	2	259	264
5	charge	3	622	627
5	charge	4	295	300
5	charge	4	709	714
5	charge	4	847	852
5	charge	4	1123	1128
5	charge	4	1261	1266
5	charge	4	1399	1404
5	charge	5	442	447
5	charge	5	970	975
5	charge	6	327	332
5	charge	6	679	684
5	charge	7	94	99
5	charge	7	222	227
5	charge	7	478	483
5	charge	8	592	597
5	charge	8	1012	1017
5	charge	9	347	352
5	charge	9	511	516
5	start	0	0	0
5	return	0	1425	1425
Version identifier: 20.1.0.0 | 2020-11-10 | 9bedb6d68
CPXPARAM_TimeLimit                               600
CPXPARAM_MIP_Tolerances_AbsMIPGap                0.050000000000000003
CPXPARAM_MIP_Tolerances_MIPGap                   0.050000000000000003
Tried aggregator 1 time.
MIP Presolve eliminated 101030 rows and 53770 columns.
MIP Presolve modified 7880 coefficients.
Reduced MIP has 5130 rows, 51290 columns, and 157830 nonzeros.
Reduced MIP has 51270 binaries, 20 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.31 sec. (137.46 ticks)
Tried aggregator 1 time.
Detecting symmetries...
MIP Presolve modified 6020 coefficients.
Reduced MIP has 5130 rows, 51290 columns, and 157830 nonzeros.
Reduced MIP has 51270 binaries, 20 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.25 sec. (106.56 ticks)
Probing fixed 290 vars, tightened 0 bounds.
Probing time = 1.80 sec. (398.02 ticks)
Cover probing fixed 0 vars, tightened 60 bounds.
Clique table members: 104735.
MIP emphasis: balance optimality and feasibility.
MIP search method: dynamic search.
Parallel mode: deterministic, using up to 16 threads.
Root relaxation solution time = 0.81 sec. (267.08 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap

      0     0    51492.0000   912                  51492.0000       18         
*     0+    0                        51521.0000    51492.0000             0.06%

Implied bound cuts applied:  3

Root node processing (before b&c):
  Real time             =    9.08 sec. (6446.31 ticks)
Parallel b&c, 16 threads:
  Real time             =    0.00 sec. (0.00 ticks)
  Sync time (average)   =    0.00 sec.
  Wait time (average)   =    0.00 sec.
                          ------------
Total (root+branch&cut) =    9.08 sec. (6446.31 ticks)
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 9,684 variables, 14,085 constraints
 ! Presolve      : 175,266 extractables eliminated
 ! TimeLimit            = 600
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 1.26s (1.26s extraction + 0.01s propagation)
 !  . Log search space  : 1,362.1 (before), 1,362.1 (after)
 !  . Memory usage      : 111.5 MB (before), 111.5 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0      8,061                 -
 + New bound is 0
 ! Using temporal relaxation.
 *            15      739  15.46s       1      (gap is 100.0%)
 *            14    1,610  15.49s       1      (gap is 100.0%)
 *            13    2,814  15.50s       1      (gap is 100.0%)
 ! Using failure-directed search.
 *            12    4,330  15.52s       3      (gap is 100.0%)
 *            11    5,303  15.55s      12      (gap is 100.0%)
 *            10    4,710  16.85s       2      (gap is 100.0%)
 *             8    6,706  18.10s      12      (gap is 100.0%)
               8    7,788      4,350    1         1 >= vUsed(16)
 + New bound is 1 (gap is 87.50%)
               8    8,896      4,148    1         1 >= vUsed(17)
 + New bound is 2 (gap is 75.00%)
               8   11,679      1,067    1   F     1 >= vUsed(19)
 + New bound is 3 (gap is 62.50%)
               8   13,401      2,332    1   F     1 >= vUsed(23)
 + New bound is 4 (gap is 50.00%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 7 solutions found.
 ! Best objective         : 8 (gap is 50.00%)
 ! Best bound             : 4
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 4,805,035
 ! Number of fails        : 2,174,887
 ! Total memory usage     : 940.2 MB (853.6 MB CP Optimizer + 86.7 MB Concert)
 ! Time spent in solve    : 600.20s (598.94s engine + 1.26s extraction)
 ! Search speed (br. / s) : 8,022.6
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	mission	1	0	75
22	mission	1	75	209
12	mission	1	209	343
4	mission	1	343	477
17	mission	1	477	611
16	mission	1	611	745
2	mission	1	745	879
10	mission	1	879	1013
22	mission	1	1013	1147
7	mission	1	1147	1281
23	mission	1	1281	1415
2	mission	1	1415	1440
2	mission	2	0	134
20	mission	2	134	274
10	mission	2	274	414
16	mission	2	414	554
3	mission	2	554	694
7	mission	2	694	834
6	mission	2	834	974
4	mission	2	974	1114
15	mission	2	1114	1254
17	mission	2	1254	1394
13	mission	2	1394	1440
3	mission	3	0	79
10	mission	3	79	229
2	mission	3	229	379
9	mission	3	379	529
1	mission	3	529	679
